PageRow,PageColumn,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,count1,color1,count2,color2,count3,color3,count4,color4,count5,color5,count6,color6,count7,color7,count8,color8,count9,color9,count10,color10,count11,color11,count12,color12,count13,color13,count14,color14,count15,color15,
B , 3 ,3 ,0 ,0 ,0 ,3 ,3 ,3 ,3 ,3 ,3 ,1 ,1 ,1 ,1 ,1 ,1 , 3 ,3 , 0 ,6 , 3 ,5 , 1 ,,,,,,,,,,,,,,,,,,,,,,,
B , 4 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,1 ,2 ,2 ,9 , 1 ,1 , 2 ,3 , 1 ,2 , 2 ,,,,,,,,,,,,,,,,,,,,,,,
B , 5 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,1 ,2 ,2 , 1 ,3 , 2 ,2 , 1 ,3 , 2 ,2 , 1 ,1 , 2 ,1 , 1 ,1 , 2 ,,,,,,,,,,,,,,,
B , 6 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,4 , 1 ,1 , 2 ,5 , 1 ,4 , 2 ,1 , 1 ,,,,,,,,,,,,,,,,,,,,,
B , 7 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,4 , 2 ,1 , 1 ,4 , 2 ,4 , 1 ,1 , 2 ,1 , 1 ,,,,,,,,,,,,,,,,,,,
B , 8 ,1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,3 , 1 ,1 , 2 ,6 , 1 ,5 , 2 ,,,,,,,,,,,,,,,,,,,,,,,
C , 1 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,3 ,3 ,3 ,0 ,0 ,0 ,3 ,0 ,5 , 2 ,5 , 3 ,3 , 0 ,1 , 3 ,1 , 0 ,,,,,,,,,,,,,,,,,,,,,
C , 2 ,3 ,3 ,0 ,3 ,3 ,0 ,0 ,0 ,3 ,0 ,0 ,3 ,3 ,3 ,0 ,2 , 3 ,1 , 0 ,2 , 3 ,3 , 0 ,1 , 3 ,2 , 0 ,3 , 3 ,1 , 0 ,,,,,,,,,,,,,,,
C , 3 ,0 ,0 ,0 ,3 ,0 ,3 ,3 ,3 ,3 ,3 ,1 ,1 ,1 ,1 ,1 ,3 , 0 ,1 , 3 ,1 , 0 ,5 , 3 ,5 , 1 ,,,,,,,,,,,,,,,,,,,,,
C , 4 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,3 , 2 ,2 , 1 ,4 , 2 ,1 , 1 ,5 , 2 ,,,,,,,,,,,,,,,,,,,,,
C , 5 ,3 ,2 ,3 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,3 ,2 ,1 ,1 , 3 ,1 , 2 ,1 , 3 ,7 , 2 ,3 , 3 ,1 , 2 ,1 , 1 ,,,,,,,,,,,,,,,,,
C , 6 ,2 ,3 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 , 2 ,1 , 3 ,2 , 2 ,1 , 1 ,3 , 2 ,7 , 1 ,,,,,,,,,,,,,,,,,,,
C , 7 ,2 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,2 ,1 ,2 ,1 ,1 ,3 , 2 ,2 , 1 ,3 , 2 ,2 , 1 ,1 , 2 ,1 , 1 ,1 , 2 ,2 , 1 ,,,,,,,,,,,,,,,
C , 8 ,2 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,1 , 2 ,1 , 1 ,1 , 2 ,7 , 1 ,5 , 2 ,,,,,,,,,,,,,,,,,,,,,
D , 1 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,3 ,3 ,3 ,0 ,0 ,3 ,0 ,3 ,5 , 2 ,5 , 3 ,2 , 0 ,1 , 3 ,1 , 0 ,1 , 3 ,,,,,,,,,,,,,,,,,,,
D , 2 ,3 ,0 ,3 ,3 ,0 ,0 ,0 ,3 ,3 ,0 ,3 ,3 ,3 ,3 ,0 ,1 , 3 ,1 , 0 ,2 , 3 ,3 , 0 ,2 , 3 ,1 , 0 ,4 , 3 ,1 , 0 ,,,,,,,,,,,,,,,
D , 3 ,0 ,0 ,3 ,3 ,0 ,3 ,3 ,3 ,3 ,0 ,1 ,3 ,0 ,0 ,3 ,2 , 0 ,2 , 3 ,1 , 0 ,4 , 3 ,1 , 0 ,1 , 1 ,1 , 3 ,2 , 0 ,1 , 3 ,,,,,,,,,,,,,
D , 4 ,1 ,3 ,0 ,0 ,3 ,1 ,3 ,0 ,0 ,3 ,1 ,3 ,0 ,0 ,3 ,1 , 1 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 1 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 1 ,1 , 3 ,2 , 0 ,1 , 3 ,,,,,,,
D , 5 ,2 ,3 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,3 ,2 ,3 ,3 ,3 ,3 ,1 , 2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,4 , 3 ,,,,,,,,,,,
D , 6 ,1 ,3 ,0 ,0 ,3 ,1 ,3 ,0 ,0 ,3 ,1 ,3 ,3 ,3 ,3 ,1 , 1 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 1 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 1 ,4 , 3 ,,,,,,,,,,,
D , 7 ,1 ,3 ,3 ,3 ,3 ,1 ,3 ,3 ,3 ,3 ,1 ,3 ,3 ,3 ,3 ,1 , 1 ,4 , 3 ,1 , 1 ,4 , 3 ,1 , 1 ,4 , 3 ,,,,,,,,,,,,,,,,,,,
D , 8 ,1 ,3 ,3 ,3 ,3 ,1 ,3 ,3 ,3 ,3 ,2 ,2 ,2 ,2 ,2 ,1 , 1 ,4 , 3 ,1 , 1 ,4 , 3 ,5 , 2 ,,,,,,,,,,,,,,,,,,,,,
E , 1 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,5 , 2 ,10 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,5 , 0 ,1 , 3 ,3 , 0 ,1 , 3 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,
E , 3 ,0 ,3 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,3 ,3 ,3 ,1 , 0 ,3 , 3 ,6 , 0 ,5 , 3 ,,,,,,,,,,,,,,,,,,,,,,,
E , 4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 , 0 ,1 , 3 ,7 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
E , 5 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,3 ,3 ,3 ,0 ,0 ,3 ,0 ,0 ,5 , 0 ,5 , 3 ,2 , 0 ,1 , 3 ,2 , 0 ,,,,,,,,,,,,,,,,,,,,,
E , 6 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 , 0 ,1 , 3 ,4 , 0 ,1 , 3 ,4 , 0 ,1 , 3 ,2 , 0 ,,,,,,,,,,,,,,,,,
E , 7 ,0 ,0 ,3 ,3 ,3 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 , 0 ,3 , 3 ,2 , 0 ,1 , 3 ,4 , 0 ,1 , 3 ,2 , 0 ,,,,,,,,,,,,,,,,,
E , 8 ,0 ,0 ,3 ,0 ,0 ,3 ,3 ,3 ,3 ,3 ,2 ,2 ,2 ,2 ,2 ,2 , 0 ,1 , 3 ,2 , 0 ,5 , 3 ,5 , 2 ,,,,,,,,,,,,,,,,,,,,,
F , 1 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,3 ,3 ,2 ,3 ,0 ,3 ,3 ,2 ,5 , 2 ,4 , 3 ,1 , 2 ,1 , 3 ,1 , 0 ,2 , 3 ,1 , 2 ,,,,,,,,,,,,,,,,,
F , 2 ,0 ,3 ,3 ,3 ,2 ,0 ,3 ,3 ,3 ,2 ,0 ,3 ,3 ,3 ,2 ,1 , 0 ,3 , 3 ,1 , 2 ,1 , 0 ,3 , 3 ,1 , 2 ,1 , 0 ,3 , 3 ,1 , 2 ,,,,,,,,,,,,,
F , 3 ,0 ,3 ,3 ,3 ,2 ,0 ,3 ,3 ,3 ,2 ,3 ,0 ,0 ,3 ,2 ,1 , 0 ,3 , 3 ,1 , 2 ,1 , 0 ,3 , 3 ,1 , 2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,,,,,,,,,,,
F , 4 ,3 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,3 ,2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,,,,,,,
F , 5 ,3 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,3 ,2 ,3 ,3 ,3 ,3 ,2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,1 , 3 ,2 , 0 ,1 , 3 ,1 , 2 ,4 , 3 ,1 , 2 ,,,,,,,,,,,
F , 6 ,3 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,2 ,4 , 3 ,1 , 2 ,4 , 3 ,1 , 2 ,4 , 3 ,1 , 2 ,,,,,,,,,,,,,,,,,,,
F , 7 ,3 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,2 ,4 , 3 ,1 , 2 ,4 , 3 ,1 , 2 ,4 , 3 ,1 , 2 ,,,,,,,,,,,,,,,,,,,
F , 8 ,3 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,2 ,2 ,2 ,2 ,2 ,2 ,4 , 3 ,1 , 2 ,4 , 3 ,6 , 2 ,,,,,,,,,,,,,,,,,,,,,,,
