PageRow,PageColumn,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,count1,color1,count2,color2,count3,color3,count4,color4,count5,color5,count6,color6,count7,color7,count8,color8,count9,color9,count10,color10,count11,color11,count12,color12,count13,color13,count14,color14,count15,color15,
E , 9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,10 , 0 ,5 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 10 ,2 ,2 ,2 ,2 ,2 ,4 ,4 ,4 ,4 ,4 ,3 ,3 ,3 ,3 ,3 ,5 , 2 ,5 , 4 ,5 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,
F , 1 ,4 ,4 ,4 ,4 ,3 ,2 ,2 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,4 , 4 ,1 , 3 ,3 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,,,,,,,,,,,
F , 2 ,1 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,,,,,
F , 3 ,0 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,
F , 4 ,0 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,
F , 5 ,1 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,,,
F , 6 ,0 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,
F , 7 ,1 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,,,,,
F , 8 ,1 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,
F , 9 ,0 ,1 ,2 ,4 ,3 ,0 ,1 ,2 ,4 ,3 ,1 ,1 ,2 ,4 ,3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,1 , 0 ,1 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,2 , 1 ,1 , 2 ,1 , 4 ,1 , 3 ,,,
F , 10 ,2 ,2 ,2 ,4 ,3 ,4 ,4 ,4 ,4 ,3 ,3 ,3 ,3 ,3 ,3 ,3 , 2 ,1 , 4 ,1 , 3 ,4 , 4 ,6 , 3 ,,,,,,,,,,,,,,,,,,,,,
