PageRow,PageColumn,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,count1,color1,count2,color2,count3,color3,count4,color4,count5,color5,count6,color6,count7,color7,count8,color8,count9,color9,count10,color10,count11,color11,count12,color12,count13,color13,count14,color14,count15,color15,
C , 1 ,0 ,0 ,0 ,0 ,0 ,4 ,4 ,2 ,2 ,2 ,4 ,4 ,2 ,2 ,2 ,5 , 0 ,2 , 4 ,3 , 2 ,2 , 4 ,3 , 2 ,,,,,,,,,,,,,,,,,,,,,
C , 2 ,3 ,4 ,4 ,2 ,2 ,3 ,3 ,3 ,3 ,4 ,5 ,5 ,5 ,3 ,4 ,1 , 3 ,2 , 4 ,2 , 2 ,4 , 3 ,1 , 4 ,3 , 5 ,1 , 3 ,1 , 4 ,,,,,,,,,,,,,,,
C , 3 ,5 ,5 ,5 ,3 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,3 ,3 ,3 , 5 ,2 , 3 ,8 , 5 ,2 , 3 ,,,,,,,,,,,,,,,,,,,,,,,
C , 4 ,5 ,5 ,5 ,3 ,4 ,3 ,3 ,3 ,3 ,4 ,3 ,4 ,2 ,2 ,2 ,3 , 5 ,1 , 3 ,1 , 4 ,4 , 3 ,1 , 4 ,1 , 3 ,1 , 4 ,3 , 2 ,,,,,,,,,,,,,,,
C , 5 ,4 ,4 ,2 ,2 ,2 ,4 ,4 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 , 4 ,3 , 2 ,2 , 4 ,3 , 2 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,
D , 1 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,5 , 0 ,4 , 2 ,1 , 0 ,4 , 2 ,1 , 0 ,,,,,,,,,,,,,,,,,,,,,
D , 2 ,2 ,2 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,4 ,2 ,3 ,2 ,0 ,4 , 2 ,1 , 0 ,4 , 2 ,1 , 0 ,1 , 4 ,1 , 2 ,1 , 3 ,1 , 2 ,1 , 0 ,,,,,,,,,,,,,
D , 3 ,3 ,2 ,2 ,2 ,0 ,3 ,2 ,2 ,2 ,0 ,3 ,2 ,2 ,2 ,0 ,1 , 3 ,3 , 2 ,1 , 0 ,1 , 3 ,3 , 2 ,1 , 0 ,1 , 3 ,3 , 2 ,1 , 0 ,,,,,,,,,,,,,
D , 4 ,2 ,2 ,3 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,2 , 2 ,1 , 3 ,1 , 2 ,1 , 0 ,4 , 2 ,1 , 0 ,4 , 2 ,1 , 0 ,,,,,,,,,,,,,,,
D , 5 ,2 ,2 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,4 , 2 ,1 , 0 ,4 , 2 ,6 , 0 ,,,,,,,,,,,,,,,,,,,,,,,
